River;Hydropeaking river-type;Hydropeaking, residual flow, natural/near-natural;Reach (Untersuchungsstelle);Abiotic measured by;Date of survey;Transect;Sampling point;Time of survey;"Distance ""Wasseranschlaglinie"" [m]";Flow velocity [v60, cm/s];Category Flow velocity (5 Bewohnbarkeits-klasse);Water depth [cm];Category Water depth;Clogging (6 Klassen);Clogging (3 Klassen);Substrate type;"Algae cover (Bewuchsdichte; 5 Kategorien:1-5)";"Moos cover (Deckungsgrad; 6 Kategorien:0-5)";"CPOM cover (Deckungsgrad; 5 Kategorien:1-5)";RTK-GPS Nr.;MZB kick-net taken by;Varia;;River;Reach (Untersuchungsstelle);Abiotic measured by;Date of survey;Time of survey;pH;Conductivity [μs/s];Oxygen content [mg/l];Oxygen saturation [%];Turbidity [FNU];Temperature [°C];Discharge [m3/s];Water gauge [MüM];Gauging station;Varia
Landquart;3b;Hydropeaking;L4;Diego, Olivier;13.04.2022;2;1;13:05;1.10;52;5;40;;none;none;25 mm > x > 2.5 mm;3;0;1;6;Olivier;Mit Sand/Schluff;;;;;;;;;;;;;;;;
Landquart;3b;Hydropeaking;L4;Diego, Olivier;13.04.2022;2;2;13:00;1.85;110;4;62;;none;none;250 mm > x > 25 mm;1;0;1;5;Olivier;"Schwierig zu beproben; mit Sand & Kies";;;;;;;;;;;;;;;;
Landquart;3b;Hydropeaking;L4;Diego, Olivier;13.04.2022;2;3;12:55;3.65;119;4;55;;none;none;> 250 mm;1;0;1;4;Olivier;"Schwierig zu beproben; mit Sand & Kies";;;;;;;;;;;;;;;;
Landquart;3b;Hydropeaking;L4;Diego, Olivier;13.04.2022;3;1;15:45;3.30;88;4;33;;slight-medium;slight-medium;250 mm > x > 25 mm;1;0;1;9;Diego;"Mit Sand/Schluff & Kies; Kolmation schwer abzuschätzen, weil sehr trüb";;;;;;;;;;;;;;;;
Landquart;3b;Hydropeaking;L4;Diego, Olivier;13.04.2022;3;2;15:40;8.50;41;5;17;;slight-medium;slight-medium;250 mm > x > 25 mm;1;0;1;8;Diego;"Mit Sand/Schluff & Kies; Kolmation schwer abzuschätzen, weil sehr trüb";;;;;;;;;;;;;;;;
Landquart;3b;Hydropeaking;L4;Diego, Olivier;13.04.2022;3;3;15:35;14.00;105;4;39;;none;none;250 mm > x > 25 mm;1;0;1;7;Diego;Mit Sand/Schluff & Kies;;;;;;;;;;;;;;;;
Landquart;3b;Hydropeaking;L4;Diego, Olivier;13.04.2022;4;1;16:00;2.45;54;5;32;;medium-strong;strong;> 250 mm;1;0;1;12;Diego;"Mit Sand/Schluff; mit CPOM im Substrat, an der Oberfläche nicht sichtbar; Kolmation schwer abzuschätzen, weil sehr trüb";;;;;;;;;;;;;;;;
Landquart;3b;Hydropeaking;L4;Diego, Olivier;13.04.2022;4;2;15:55;7.10;69;5;32;;slight-medium;slight-medium;250 mm > x > 25 mm;1;0;1;11;Diego;"Mit Sand/Schluff & Kies; mit CPOM im Substrat, an der Oberfläche nicht sichtbar; Kolmation schwer abzuschätzen, weil sehr trüb";;;;;;;;;;;;;;;;
Landquart;3b;Hydropeaking;L4;Diego, Olivier;13.04.2022;4;3;15:50;11.90;131;4;52;;slight-medium;slight-medium;250 mm > x > 25 mm;1;0;1;10;Diego;"Mit Sand/Schluff & Kies; mit CPOM im Substrat, an der Oberfläche nicht sichtbar; Kolmation schwer abzuschätzen, weil sehr trüb";;;;;;;;;;;;;;;;
Plessur;;Residual flow;PR;Diego, Christa;29.04.2022;1;1;10:45;0.45;17;3;12;;slight-medium;slight-medium;250 mm > x > 25 mm;1;0;1;3;Diego;Mit Kies;;;;;;;;;;;;;;;;
Plessur;;Residual flow;PR;Diego, Christa;29.04.2022;1;2;10:35;2.20;55;5;21;;slight-medium;slight-medium;250 mm > x > 25 mm;1;0;1;2;Diego;Mit Kies;;;;;;;;;;;;;;;;
Plessur;;Residual flow;PR;Diego, Christa;29.04.2022;1;3;10:20;3.70;24;3;40;;slight-medium;slight-medium;250 mm > x > 25 mm;1;0;1;1;Diego;Mit Kies;;;;;;;;;;;;;;;;
Plessur;;Residual flow;PR;Diego, Christa;29.04.2022;2;1;11:15;1.60;10;3;24;;none;none;25 mm > x > 2.5 mm;1;0;1;6;Diego;;;;;;;;;;;;;;;;;
Plessur;;Residual flow;PR;Diego, Christa;29.04.2022;2;2;11:05;2.40;30;5;33;;slight-medium;slight-medium;> 250 mm;1;0;1;5;Diego;Mit Kies;;;;;;;;;;;;;;;;
Plessur;;Residual flow;PR;Diego, Christa;29.04.2022;2;3;11:00;3.10;85;4;45;;slight-medium;slight-medium;250 mm > x > 25 mm;1;0;1;4;Diego;Mit Kies;;;;;;;;;;;;;;;;
Plessur;;Residual flow;PR;Diego, Christa;29.04.2022;3;1;11:45;0.80;27;5;22;;none;none;25 mm > x > 2.5 mm;1;0;1;9;Diego;;;;;;;;;;;;;;;;;
Plessur;;Residual flow;PR;Diego, Christa;29.04.2022;3;2;11:35;1.80;52;5;41;;slight-medium;slight-medium;250 mm > x > 25 mm;1;0;1;8;Diego;Mit Kies;;;;;;;;;;;;;;;;
Plessur;;Residual flow;PR;Diego, Christa;29.04.2022;3;3;11:25;4.10;35;5;21;;slight-medium;slight-medium;250 mm > x > 25 mm;1;0;1;7;Diego;;;;;;;;;;;;;;;;;
Plessur;;Residual flow;PR;Diego, Christa;29.04.2022;4;1;12:25;0.70;11;3;23;;none;none;25 mm > x > 2.5 mm;1;0;1;12;Diego;;;;;;;;;;;;;;;;;
Plessur;;Residual flow;PR;Diego, Christa;29.04.2022;4;2;12:15;1.45;10;3;28;;slight-medium;slight-medium;250 mm > x > 25 mm;1;0;1;11;Diego;Mit Kies;;;;;;;;;;;;;;;;
Plessur;;Residual flow;PR;Diego, Christa;29.04.2022;4;3;12:05;2.55;55;5;37;;slight-medium;slight-medium;250 mm > x > 25 mm;1;0;1;10;Diego;Mit Kies;;;;;;;;;;;;;;;;
Plessur;3a;Hydropeaking;P1;Diego, Christa;29.04.2022;1;1;13:30;0.70;2;1;23;;slight-medium;slight-medium;25 mm > x > 2.5 mm;2;0;1;3;Diego;;;;;;;;;;;;;;;;;
Plessur;3a;Hydropeaking;P1;Diego, Christa;29.04.2022;1;2;13:20;2.40;81;4;48;;slight-medium;slight-medium;250 mm > x > 25 mm;4;0;1;2;Diego;Mit Kies;;;;;;;;;;;;;;;;
Plessur;3a;Hydropeaking;P1;Diego, Christa;29.04.2022;1;3;13:15;3.60;63;5;44;;slight-medium;slight-medium;250 mm > x > 25 mm;4;0;1;1;Diego;Mit Kies;;;;;;;;;;;;;;;;
Plessur;3a;Hydropeaking;P1;Diego, Christa;29.04.2022;2;1;13:55;0.60;90;4;43;;slight-medium;slight-medium;> 250 mm;4;0;1;6;Diego;;;;;;;;;;;;;;;;;
Plessur;3a;Hydropeaking;P1;Diego, Christa;29.04.2022;2;2;13:50;1.75;65;5;43;;slight-medium;slight-medium;> 250 mm;4;0;1;5;Diego;;;;;;;;;;;;;;;;;
Plessur;3a;Hydropeaking;P1;Diego, Christa;29.04.2022;2;3;13:40;2.30;45;5;45;;slight-medium;slight-medium;250 mm > x > 25 mm;4;0;1;4;Diego;;;;;;;;;;;;;;;;;
Plessur;3a;Hydropeaking;P1;Diego, Christa;29.04.2022;3;1;14:25;0.50;25;5;18;;slight-medium;slight-medium;250 mm > x > 25 mm;3;0;1;9;Diego;Mit Kies;;;;;;;;;;;;;;;;
Plessur;3a;Hydropeaking;P1;Diego, Christa;29.04.2022;3;2;14:15;1.95;20;3;35;;slight-medium;slight-medium;> 250 mm;4;2;1;8;Diego;;;;;;;;;;;;;;;;;
Plessur;3a;Hydropeaking;P1;Diego, Christa;29.04.2022;3;3;14:10;3.70;35;5;23;;slight-medium;slight-medium;> 250 mm;4;2;1;7;Diego;;;;;;;;;;;;;;;;;
Plessur;3a;Hydropeaking;P1;Diego, Christa;29.04.2022;4;1;14:50;0.85;21;3;15;;none;none;25 mm > x > 2.5 mm;2;0;1;12;Diego;;;;;;;;;;;;;;;;;
Plessur;3a;Hydropeaking;P1;Diego, Christa;29.04.2022;4;2;14:40;3.20;48;5;30;;slight-medium;slight-medium;> 250 mm;4;2;1;11;Diego;;;;;;;;;;;;;;;;;
Plessur;3a;Hydropeaking;P1;Diego, Christa;29.04.2022;4;3;14:30;5.90;65;5;40;;slight-medium;slight-medium;> 250 mm;4;2;1;10;Diego;;;;;;;;;;;;;;;;;
Plessur;3a;Hydropeaking;P2;Diego, Olivier;29.04.2022;1;1;16:15;1.10;48;5;16;;slight;slight;250 mm > x > 25 mm;1;0;1;3;Diego;;;;;;;;;;;;;;;;;
Plessur;3a;Hydropeaking;P2;Diego, Olivier;29.04.2022;1;2;16:10;2.25;136;4;73;;medium-strong;strong;> 250 mm;1;0;1;2;Diego;Kolmation schwer abzuschätzen, weil sehr trüb;;;;;;;;;;;;;;;;
Plessur;3a;Hydropeaking;P2;Diego, Olivier;29.04.2022;1;3;16:00;3.05;170;2;56;;medium-strong;strong;250 mm > x > 25 mm;1;0;1;1;Diego;"Schwierig zu beproben; Kolmation schwer abzuschätzen, weil sehr trüb";;;;;;;;;;;;;;;;
Plessur;3a;Hydropeaking;P2;Diego, Olivier;29.04.2022;2;1;16:30;1.10;38;5;21;;slight-medium;slight-medium;250 mm > x > 25 mm;1;1;1;6;Olivier;Kolmation schwer abzuschätzen, weil sehr trüb;;;;;;;;;;;;;;;;
Plessur;3a;Hydropeaking;P2;Diego, Olivier;29.04.2022;2;2;16:25;2.40;114;4;39;;medium-strong;strong;250 mm > x > 25 mm;1;0;1;5;Olivier;Kolmation schwer abzuschätzen, weil sehr trüb;;;;;;;;;;;;;;;;
Plessur;3a;Hydropeaking;P2;Diego, Olivier;29.04.2022;2;3;16:20;3.60;155;2;51;;medium-strong;strong;250 mm > x > 25 mm;1;0;1;4;Olivier;"Schwierig zu beproben; Kolmation schwer abzuschätzen, weil sehr trüb";;;;;;;;;;;;;;;;
Plessur;3a;Hydropeaking;P2;Diego, Olivier;29.04.2022;3;1;16:55;1.15;44;5;26;;medium-strong;strong;250 mm > x > 25 mm;1;0;1;9;Diego;Kolmation schwer abzuschätzen, weil sehr trüb;;;;;;;;;;;;;;;;
Plessur;3a;Hydropeaking;P2;Diego, Olivier;29.04.2022;3;2;16:50;3.20;138;4;38;;medium-strong;strong;250 mm > x > 25 mm;1;0;1;8;Diego;Kolmation schwer abzuschätzen, weil sehr trüb;;;;;;;;;;;;;;;;
Plessur;3a;Hydropeaking;P2;Diego, Olivier;29.04.2022;3;3;16:40;4.40;169;2;51;;medium-strong;strong;250 mm > x > 25 mm;1;0;1;7;Diego;"Schwierig zu beproben; Kolmation schwer abzuschätzen, weil sehr trüb";;;;;;;;;;;;;;;;
Plessur;3a;Hydropeaking;P2;Diego, Olivier;29.04.2022;4;1;17:15;1.80;55;5;23;;medium-strong;strong;250 mm > x > 25 mm;1;0;1;12;Olivier;Kolmation schwer abzuschätzen, weil sehr trüb;;;;;;;;;;;;;;;;
Plessur;3a;Hydropeaking;P2;Diego, Olivier;29.04.2022;4;2;17:10;3.10;102;4;41;;medium-strong;strong;250 mm > x > 25 mm;1;0;1;11;Olivier;Kolmation schwer abzuschätzen, weil sehr trüb;;;;;;;;;;;;;;;;
Plessur;3a;Hydropeaking;P2;Diego, Olivier;29.04.2022;4;3;17:05;4.30;163;2;30;;medium-strong;strong;250 mm > x > 25 mm;1;0;1;10;Olivier;"Schwierig zu beproben; Kolmation schwer abzuschätzen, weil sehr trüb";;;;;;;;;;;;;;;;
Plessur;3a;Hydropeaking;P3;Diego, Olivier;30.04.2022;1;1;09:20;0.80;16;3;20;;slight-medium;slight-medium;25 mm > x > 2.5 mm;1;0;1;3;Olivier;Kolmation schwer abzuschätzen, weil sehr trüb;;;;;;;;;;;;;;;;
Plessur;3a;Hydropeaking;P3;Diego, Olivier;30.04.2022;1;2;09:15;3.00;63;5;59;;medium-strong;strong;250 mm > x > 25 mm;1;0;1;2;Olivier;"Schwierig zu beproben; Kolmation schwer abzuschätzen, weil sehr trüb";;;;;;;;;;;;;;;;
Plessur;3a;Hydropeaking;P3;Diego, Olivier;30.04.2022;1;3;09:10;3.60;118;4;72;;medium-strong;strong;250 mm > x > 25 mm;1;0;1;1;Olivier;"Schwierig zu beproben; Kolmation schwer abzuschätzen, weil sehr trüb";;;;;;;;;;;;;;;;
Plessur;3a;Hydropeaking;P3;Diego, Olivier;30.04.2022;2;1;09:40;0.65;17;3;21;;slight-medium;slight-medium;25 mm > x > 2.5 mm;1;0;1;6;Olivier;Kolmation schwer abzuschätzen, weil sehr trüb;;;;;;;;;;;;;;;;
Plessur;3a;Hydropeaking;P3;Diego, Olivier;30.04.2022;2;2;09:35;1.50;53;5;46;;medium-strong;strong;250 mm > x > 25 mm;1;0;1;5;Olivier;"Schwierig zu beproben; Kolmation schwer abzuschätzen, weil sehr trüb";;;;;;;;;;;;;;;;
Plessur;3a;Hydropeaking;P3;Diego, Olivier;30.04.2022;2;3;09:30;2.50;148;4;84;;medium-strong;strong;250 mm > x > 25 mm;1;0;1;4;Olivier;"Schwierig zu beproben; Kolmation schwer abzuschätzen, weil sehr trüb";;;;;;;;;;;;;;;;
Plessur;3a;Hydropeaking;P3;Diego, Olivier;30.04.2022;3;1;10:00;0.85;19;3;52;;none;none;250 mm > x > 25 mm;1;0;1;9;Olivier;;;;;;;;;;;;;;;;;
Plessur;3a;Hydropeaking;P3;Diego, Olivier;30.04.2022;3;2;09:50;1.45;31;5;62;;none;none;250 mm > x > 25 mm;2;0;1;8;Olivier;Schwierig zu beproben;;;;;;;;;;;;;;;;
Plessur;3a;Hydropeaking;P3;Diego, Olivier;30.04.2022;3;3;09:45;2.45;112;4;76;;slight-medium;slight-medium;250 mm > x > 25 mm;1;0;1;7;Olivier;"Schwierig zu beproben; Kolmation schwer abzuschätzen, weil sehr trüb";;;;;;;;;;;;;;;;
Plessur;3a;Hydropeaking;P3;Diego, Olivier;30.04.2022;4;1;10:20;1.15;3;1;36;;slight-medium;slight-medium;250 mm > x > 25 mm;1;0;1;12;Olivier;"Mit CPOM im Substrat, an der Oberfläche nicht sichtbar;Kolmation schwer abzuschätzen, weil sehr trüb";;;;;;;;;;;;;;;;
Plessur;3a;Hydropeaking;P3;Diego, Olivier;30.04.2022;4;2;10:10;2.40;83;4;78;;medium-strong;strong;250 mm > x > 25 mm;1;0;1;11;Olivier;"Schwierig zu beproben; Kolmation schwer abzuschätzen, weil sehr trüb";;;;;;;;;;;;;;;;
Plessur;3a;Hydropeaking;P3;Diego, Olivier;30.04.2022;4;3;10:05;3.55;161;2;96;;medium-strong;strong;250 mm > x > 25 mm;1;0;1;10;Olivier;"Schwierig zu beproben; Kolmation schwer abzuschätzen, weil sehr trüb";;;;;;;;;;;;;;;;
Verzasca;;Natural/near-natural;VE2;Diego, Sarah;03.04.2023;1;1;09:45;0.65;1;1;40;;none;none;> 250 mm;3;0;3;3;Diego;Mit 5;;;;;;;;;;;;;;;;
Verzasca;;Natural/near-natural;VE2;Diego, Sarah;03.04.2023;1;2;09:35;5.80;33;5;77;;none;none;> 250 mm;2;0;1;2;Diego;"Mit 5; schwierig zu beproben";;;;;;;;;;;;;;;;
Verzasca;;Natural/near-natural;VE2;Diego, Sarah;03.04.2023;1;3;09:25;10.65;5;3;76;;none;none;250 mm > x > 25 mm;2;0;1;1;Diego;Mit 1;;;;;;;;;;;;;;;;
Verzasca;;Natural/near-natural;VE2;Diego, Sarah;03.04.2023;2;1;10:15;1.30;1;1;43;;none;none;> 250 mm;2;0;2;6;Diego;;;;;;;;;;;;;;;;;
Verzasca;;Natural/near-natural;VE2;Diego, Sarah;03.04.2023;2;2;10:10;4.75;83;4;50;;none;none;> 250 mm;2;0;1;5;Diego;Mit 5;;;;;;;;;;;;;;;;
Verzasca;;Natural/near-natural;VE2;Diego, Sarah;03.04.2023;2;3;09:55;10.30;47;5;52;;none;none;> 250 mm;2;0;1;4;Diego;Mit 5;;;;;;;;;;;;;;;;
Verzasca;;Natural/near-natural;VE2;Diego, Sarah;03.04.2023;3;1;10:50;1.25;147;4;31;;none;none;> 250 mm;2;0;1;10;Diego;Mit 5;;;;;;;;;;;;;;;;
Verzasca;;Natural/near-natural;VE2;Diego, Sarah;03.04.2023;3;2;10:40;13.80;127;4;51;;none;none;250 mm > x > 25 mm;2;0;1;9;Diego;Mit Kies;;;;;;;;;;;;;;;;
Verzasca;;Natural/near-natural;VE2;Diego, Sarah;03.04.2023;3;3;10:30;15.20;116;4;48;;none;none;250 mm > x > 25 mm;2;0;1;7;Diego;;;;;;;;;;;;;;;;;
Verzasca;;Natural/near-natural;VE2;Diego, Sarah;03.04.2023;4;1;11:25;2.40;19;3;46;;none;none;250 mm > x > 25 mm;2;0;1;13;Diego;Mit Kies;;;;;;;;;;;;;;;;
Verzasca;;Natural/near-natural;VE2;Diego, Sarah;03.04.2023;4;2;11:10;9.40;63;5;39;;none;none;250 mm > x > 25 mm;2;0;1;12;Diego;Mit Kies;;;;;;;;;;;;;;;;
Verzasca;;Natural/near-natural;VE2;Diego, Sarah;03.04.2023;4;3;11:00;13.55;58;5;41;;none;none;250 mm > x > 25 mm;2;0;1;11;Diego;Mit Kies;;;;;;;;;;;;;;;;
Verzasca;;Natural/near-natural;VE3;Diego, Sarah;03.04.2023;1;1;12:55;1.50;58;5;11;;none;none;250 mm > x > 25 mm;2;0;1;3;Diego;Mit Kies;;;;;;;;;;;;;;;;
Verzasca;;Natural/near-natural;VE3;Diego, Sarah;03.04.2023;1;2;12:50;5.20;55;5;37;;none;none;250 mm > x > 25 mm;2;0;1;2;Diego;;;;;;;;;;;;;;;;;
Verzasca;;Natural/near-natural;VE3;Diego, Sarah;03.04.2023;1;3;12:45;8.50;49;5;58;;none;none;> 250 mm;2;0;1;1;Diego;;;;;;;;;;;;;;;;;
Verzasca;;Natural/near-natural;VE3;Diego, Sarah;03.04.2023;2;1;13:10;1.30;41;5;30;;none;none;250 mm > x > 25 mm;2;0;1;5;Diego;Mit Kies;;;;;;;;;;;;;;;;
Verzasca;;Natural/near-natural;VE3;Diego, Sarah;03.04.2023;2;2;13:25;4.50;61;5;51;;none;none;> 250 mm;2;0;1;6;Diego;Schwierig zu beproben;;;;;;;;;;;;;;;;
Verzasca;;Natural/near-natural;VE3;Diego, Sarah;03.04.2023;2;3;13:05;6.90;47;5;65;;none;none;> 250 mm;2;0;1;4;Diego;;;;;;;;;;;;;;;;;
Verzasca;;Natural/near-natural;VE3;Diego, Sarah;03.04.2023;3;1;14:00;1.70;72;5;33;;none;none;> 250 mm;2;0;2;9;Diego;;;;;;;;;;;;;;;;;
Verzasca;;Natural/near-natural;VE3;Diego, Sarah;03.04.2023;3;2;13:50;4.10;149;4;36;;none;none;250 mm > x > 25 mm;2;0;1;8;Diego;Mit 1;;;;;;;;;;;;;;;;
Verzasca;;Natural/near-natural;VE3;Diego, Sarah;03.04.2023;3;3;13:45;6.20;136;4;53;;none;none;> 250 mm;2;0;1;7;Diego;;;;;;;;;;;;;;;;;
Verzasca;;Natural/near-natural;VE3;Diego, Sarah;03.04.2023;4;1;14:25;0.85;11;3;33;;none;none;250 mm > x > 25 mm;2;0;1;15;Diego;"Mit Kies; Laichgrube mit Bachforellenlarven erwischt";;;;;;;;;;;;;;;;
Verzasca;;Natural/near-natural;VE3;Diego, Sarah;03.04.2023;4;2;14:15;6.00;27;5;47;;none;none;250 mm > x > 25 mm;2;0;1;14;Diego;Mit 1;;;;;;;;;;;;;;;;
Verzasca;;Natural/near-natural;VE3;Diego, Sarah;03.04.2023;4;3;14:05;10.90;47;5;55;;none;none;250 mm > x > 25 mm;2;0;1;13;Diego;"Mit 1; GPS hat selber Punkte aufgenommen, ab wann nicht klar";;;;;;;;;;;;;;;;
Verzasca;;Natural/near-natural;VE4;Diego, Sarah;02.04.2023;1;1;13:15;1.95;1;1;19;;none;none;250 mm > x > 25 mm;4;0;2;3;Diego;;;;;;;;;;;;;;;;;
Verzasca;;Natural/near-natural;VE4;Diego, Sarah;02.04.2023;1;2;13:05;3.70;2;1;33;;none;none;250 mm > x > 25 mm;3;0;1;2;Diego;Mit Kies;;;;;;;;;;;;;;;;
Verzasca;;Natural/near-natural;VE4;Diego, Sarah;02.04.2023;1;3;12:55;7.10;160;2;93;;none;none;> 250 mm;3;0;1;1;Diego;"Mit 5; schwierig zu beproben";;;;;;;;;;;;;;;;
Verzasca;;Natural/near-natural;VE4;Diego, Sarah;02.04.2023;2;1;13:30;0.80;13;3;17;;none;none;250 mm > x > 25 mm;2;0;2;6;Diego;Mit Kies;;;;;;;;;;;;;;;;
Verzasca;;Natural/near-natural;VE4;Diego, Sarah;02.04.2023;2;2;13:50;3.80;74;5;51;;none;none;> 250 mm;2;0;1;5;Diego;Mit 5;;;;;;;;;;;;;;;;
Verzasca;;Natural/near-natural;VE4;Diego, Sarah;02.04.2023;2;3;13:40;6.85;36;5;40;;none;none;> 250 mm;2;0;1;4;Diego;Mit 5;;;;;;;;;;;;;;;;
Verzasca;;Natural/near-natural;VE4;Diego, Sarah;02.04.2023;3;1;14:50;1.20;16;3;26;;none;none;250 mm > x > 25 mm;2;0;2;10;Diego;Mit Kies;;;;;;;;;;;;;;;;
Verzasca;;Natural/near-natural;VE4;Diego, Sarah;02.04.2023;3;2;14:25;3.25;82;4;19;;none;none;> 250 mm;2;0;1;8;Diego;Mit 5;;;;;;;;;;;;;;;;
Verzasca;;Natural/near-natural;VE4;Diego, Sarah;02.04.2023;3;3;14:20;8.60;136;4;31;;none;none;> 250 mm;3;0;1;7;Diego;;;;;;;;;;;;;;;;;
Verzasca;;Natural/near-natural;VE4;Diego, Sarah;02.04.2023;4;1;15:05;1.00;13;3;28;;none;none;250 mm > x > 25 mm;3;0;2;12;Diego;Mit Kies;;;;;;;;;;;;;;;;
Verzasca;;Natural/near-natural;VE4;Diego, Sarah;02.04.2023;4;2;14:55;4.60;24;3;44;;none;none;250 mm > x > 25 mm;2;0;1;11;Diego;Mit Kies;;;;;;;;;;;;;;;;
Verzasca;;Natural/near-natural;VE4;Diego, Sarah;02.04.2023;4;3;14:40;7.55;36;5;51;;none;none;250 mm > x > 25 mm;2;0;1;9;Diego;Mit Kies;;;;;;;;;;;;;;;;
Vorderrhein;3b;Hydropeaking;VR1;Diego, Olivier;09.04.2023;1;1;08:15;1.80;2;1;42;;strong;strong;250 mm > x > 25 mm;1;0;1;3;Olivier;Mit Sand;;;;;;;;;;;;;;;;
Vorderrhein;3b;Hydropeaking;VR1;Diego, Olivier;09.04.2023;1;2;08:10;10.10;75;4;47;;slight-medium;slight-medium;250 mm > x > 25 mm;1;0;1;2;Olivier;Mit Sand & Kies;;;;;;;;;;;;;;;;
Vorderrhein;3b;Hydropeaking;VR1;Diego, Olivier;09.04.2023;1;3;08:05;21.15;80;4;92;;none-slight;none;250 mm > x > 25 mm;1;0;1;1;Olivier;Mit Sand & Kies;;;;;;;;;;;;;;;;
Vorderrhein;3b;Hydropeaking;VR1;Diego, Olivier;09.04.2023;2;1;08:35;1.75;8;3;27;;strong;strong;250 mm > x > 25 mm;1;0;1;6;Olivier;Mit Sand;;;;;;;;;;;;;;;;
Vorderrhein;3b;Hydropeaking;VR1;Diego, Olivier;09.04.2023;2;2;08:30;6.35;63;5;60;;strong;strong;> 250 mm;1;0;1;5;Olivier;Mit Sand & Kies & 5;;;;;;;;;;;;;;;;
Vorderrhein;3b;Hydropeaking;VR1;Diego, Olivier;09.04.2023;2;3;08:25;11.45;83;4;92;;strong;strong;250 mm > x > 25 mm;1;0;1;4;Olivier;Mit Sand & Kies;;;;;;;;;;;;;;;;
Vorderrhein;3b;Hydropeaking;VR1;Diego, Olivier;09.04.2023;3;1;09:05;1.30;30;5;32;;strong;strong;250 mm > x > 25 mm;3;0;1;9;Olivier;Mit Sand;;;;;;;;;;;;;;;;
Vorderrhein;3b;Hydropeaking;VR1;Diego, Olivier;09.04.2023;3;2;08:55;3.50;66;5;51;;strong;strong;> 250 mm;1;0;1;8;Olivier;Mit Sand & Kies & 5;;;;;;;;;;;;;;;;
Vorderrhein;3b;Hydropeaking;VR1;Diego, Olivier;09.04.2023;3;3;08:50;6.95;130;4;73;;strong;strong;250 mm > x > 25 mm;1;0;1;7;Olivier;Mit Sand & Kies;;;;;;;;;;;;;;;;
Vorderrhein;3b;Hydropeaking;VR1;Diego, Olivier;09.04.2023;4;1;09:25;1.65;36;5;16;;slight-medium;slight-medium;250 mm > x > 25 mm;1;0;1;12;Olivier;"Mit Sand & Kies; mit CPOM im Substrat, an der Oberfläche nicht sichtbar";;;;;;;;;;;;;;;;
Vorderrhein;3b;Hydropeaking;VR1;Diego, Olivier;09.04.2023;4;2;09:20;7.20;103;4;41;;slight-medium;slight-medium;250 mm > x > 25 mm;1;0;1;11;Olivier;Mit Sand & Kies;;;;;;;;;;;;;;;;
Vorderrhein;3b;Hydropeaking;VR1;Diego, Olivier;09.04.2023;4;3;09:15;14.90;152;2;65;;strong;strong;250 mm > x > 25 mm;1;0;1;10;Olivier;Mit Sand & Kies;;;;;;;;;;;;;;;;
Vorderrhein;3b;Hydropeaking;VR2;Diego, Olivier;08.04.2023;1;1;16:10;1.85;1;1;15;;slight-medium;slight-medium;250 mm > x > 25 mm;3;0;1;3;Olivier;Mit Sand & Kies;;;;;;;;;;;;;;;;
Vorderrhein;3b;Hydropeaking;VR2;Diego, Olivier;08.04.2023;1;2;16:05;5.70;61;5;73;;slight-medium;slight-medium;250 mm > x > 25 mm;1;0;1;2;Olivier;Mit Sand & Kies;;;;;;;;;;;;;;;;
Vorderrhein;3b;Hydropeaking;VR2;Diego, Olivier;08.04.2023;1;3;16:00;8.40;77;4;106;;none;none;250 mm > x > 25 mm;1;0;1;1;Olivier;Mit Sand & Kies;;;;;;;;;;;;;;;;
Vorderrhein;3b;Hydropeaking;VR2;Diego, Olivier;08.04.2023;2;1;16:25;2.80;56;5;20;;none;none;250 mm > x > 25 mm;1;0;1;6;Diego;Mit Sand & Kies;;;;;;;;;;;;;;;;
Vorderrhein;3b;Hydropeaking;VR2;Diego, Olivier;08.04.2023;2;2;16:20;4.00;83;4;41;;none;none;250 mm > x > 25 mm;1;0;1;5;Olivier;Mit Sand & Kies;;;;;;;;;;;;;;;;
Vorderrhein;3b;Hydropeaking;VR2;Diego, Olivier;08.04.2023;2;3;16:15;6.35;86;4;104;;none;none;250 mm > x > 25 mm;1;0;1;4;Olivier;Mit Sand & Kies;;;;;;;;;;;;;;;;
Vorderrhein;3b;Hydropeaking;VR2;Diego, Olivier;08.04.2023;3;1;16:45;3.00;64;5;12;;none;none;250 mm > x > 25 mm;1;0;1;9;Olivier;Mit Sand & Kies;;;;;;;;;;;;;;;;
Vorderrhein;3b;Hydropeaking;VR2;Diego, Olivier;08.04.2023;3;2;16:40;7.00;99;4;33;;none;none;250 mm > x > 25 mm;1;0;1;8;Olivier;Mit Sand & Kies;;;;;;;;;;;;;;;;
Vorderrhein;3b;Hydropeaking;VR2;Diego, Olivier;08.04.2023;3;3;16:35;12.30;138;4;63;;none;none;250 mm > x > 25 mm;1;0;1;7;Olivier;Mit Sand & Kies;;;;;;;;;;;;;;;;
Vorderrhein;3b;Hydropeaking;VR2;Diego, Olivier;08.04.2023;4;1;17:00;1.90;44;5;14;;none-slight;none;250 mm > x > 25 mm;1;0;1;12;Olivier;Mit Sand & Kies;;;;;;;;;;;;;;;;
Vorderrhein;3b;Hydropeaking;VR2;Diego, Olivier;08.04.2023;4;2;16:55;9.80;88;4;33;;none;none;250 mm > x > 25 mm;1;0;1;11;Olivier;Mit Sand & Kies;;;;;;;;;;;;;;;;
