"reach","velocity","x","y","z","dist_w","cat_velocity","clog_3_class","clog_6_class","sub_type","alg_cover","moos_cover","cpom_cover","shannon","abundance","k_index","rel_abundance","wd_m","clog_3_class_int","clog_6_class_int","sub_type_int","froude","shear_stress","stream_power"
"TH3",0.77,2724016.992,1248638.749,554.403,5.7,4,"none","none ","250 mm > x > 25 mm",1,1,1,3.17800806283412,632,0.716887559515787,0.161101198062707,0.18,0,0,2,0.579455339265021,67.1323753462604,51.6919290166205
"TH3",1.55,2724023.199,1248636.945,554.069,11.3,2,"none","none ","250 mm > x > 25 mm",1,1,1,3.19767539873945,524,0.672040869326523,0.133571246495029,0.57,0,0,2,0.65548048539846,85.9036484910337,133.150655161102
"TH3",0.41,2724020.836,1248650.786,554.57,2.95,5,"none","none ","250 mm > x > 25 mm",1,0,1,3.73138858318088,602,0.785783115388965,0.153453989293908,0.19,0,0,2,0.30031190753085,18.0317210963697,7.39300564951159
"TH3",0.83,2724023.707,1248646.714,554.511,7.7,4,"none","none ","250 mm > x > 25 mm",1,1,1,0.867534916047372,2800,0.590144356862224,0.713739485087943,0.26,0,0,2,0.519705023429363,54.0015102279991,44.8212534892393
"TH3",1.66,2724030.473,1248642.325,554.185,15.55,2,"none","none ","250 mm > x > 25 mm",1,0,1,0.985737694180643,820,0.393745576106725,0.209023706347183,0.46,0,0,2,0.78143825569437,122.090370950259,202.67001577743
"TH4",0.47,2723680.137,1251227.285,540.387,1.6,5,"none","none ","250 mm > x > 25 mm",1,0,1,3.06178024167516,293,0.622264309144527,0.074687738975274,0.21,0,0,2,0.327456568838542,21.4387514839731,10.0762131974674
"TH4",0.86,2723678.595,1251230.192,540.048,3.95,4,"none","none ","250 mm > x > 25 mm",1,0,1,3.28970902856491,347,0.635338180225066,0.0884527147591129,0.59,0,0,2,0.357468634814349,25.5486501713695,21.9718391473778
"TH4",1.38,2723679.53,1251233.764,539.74,7.85,4,"none","none ","250 mm > x > 25 mm",1,0,1,2.28984793477539,118,0.391497435920639,0.0300790211572776,0.92,0,0,2,0.459357349252112,42.1884349030471,58.220040166205
"TH4",0.05,2723714.396,1251218.53,540.573,1.7,3,"none","none ","250 mm > x > 25 mm",1,0,1,3.73939503437609,178,0.664419718531269,0.0453734386948764,0.13,0,0,2,0.0442755356968213,0.391940123588323,0.0195970061794162
"TH4",0.36,2723714.528,1251220.822,540.348,3.9,5,"none","none ","250 mm > x > 25 mm",1,0,1,3.11740651633625,141,0.530185514122141,0.0359418812133571,0.31,0,0,2,0.206436815095594,8.52052542221428,3.06738915199714
"TH4",0.97,2723714.807,1251224.231,539.829,7.7,4,"none","none ","250 mm > x > 25 mm",1,0,1,2.8565070092788,183,0.5411524651938,0.0466479734896763,0.81,0,0,2,0.344107961727599,23.6745383194829,22.9643021698984
"TH4",0.77,2723758.413,1251202.765,540.634,2.4,4,"none","none ","250 mm > x > 25 mm",1,0,1,2.1097781991074,639,0.530432188738932,0.162885546775427,0.15,0,0,2,0.634761520764522,80.5588504155125,62.0303148199446
"TH4",1.08,2723759.12,1251204.11,540.471,4.2,4,"none","none ","250 mm > x > 25 mm",1,0,1,1.94742836774162,660,0.38964462460951,0.168238592913587,0.33,0,0,2,0.600250156358586,72.0371694787207,77.8001430370184
"TH4",1.83,2723762.152,1251206.974,540.18,8,2,"none","none ","250 mm > x > 25 mm",1,0,1,2.83954211869184,293,0.547923268889923,0.074687738975274,0.7,0,0,2,0.698341041109971,97.5050722200237,178.434282162643
"TH4",0.41,2723772.426,1251182.469,540.872,0.8,5,"none","none-slight","250 mm > x > 25 mm",1,0,1,3.37491773719039,625,0.745615504850053,0.159316849349987,0.23,0,2,2,0.272951468396182,14.8957696013489,6.10726553655305
"TH4",1.16,2723774.21,1251188.505,540.705,7.1,4,"none","none ","250 mm > x > 25 mm",1,0,1,2.60344462208699,646,0.577718624552916,0.164669895488147,0.36,0,0,2,0.617265828253631,76.1792243767313,88.3679002770083
"TH4",1.47,2723777.934,1251193.821,540.532,13.8,4,"none","none ","250 mm > x > 25 mm",1,0,1,2.626451264192,378,0.55308318043141,0.0963548304868723,0.52,0,0,2,0.650850374743272,84.6943413062007,124.500681720115
